sample	mean_pairwise_difference_A	mean_pairwise_difference_B	mean_pairwise_difference_C	tajima_d_A	tajima_d_B	tajima_d_C	heterozygosity_observed_A	heterozygosity_observed_B	heterozygosity_observed_C	heterozygosity_expectedA	heterozygosity_expectedB	heterozygosity_expectedC	mean_pairwise_difference_between_A_B	mean_pairwise_difference_between_A_C	mean_pairwise_difference_between_B_A	mean_pairwise_difference_between_B_C	mean_pairwise_difference_between_C_A	mean_pairwise_difference_between_C_B	hudson_fst_A_B	hudson_fst_A_C	hudson_fst_B_A	hudson_fst_B_C	hudson_fst_C_A	hudson_fst_C_B
1544_4732313390	0.17438994350282488	0.17207175141242936	0.17693457627118644	0.198570495594875	0.3844354706257703	-0.009194302358631432	0.17383333333333334	0.17257999999999998	0.17683333333333334	0.17148344444444447	0.16920388888888888	0.17398566666666668	0.18184533333333333	0.1764656666666667	0.18184533333333333	0.17895944444444445	0.1764656666666667	0.17895944444444445	0.09522990960451977	0.08863453672316383	0.09522990960451977	0.09170786252354049	0.08863453672316383	0.09170786252354049
1545_8957020471	0.14822338983050848	0.14831638418079096	0.1493401129943503	-0.15794017817584516	-0.21828948025129136	-0.19961829632974487	0.14807333333333336	0.1478	0.14984	0.14575300000000002	0.14584444444444444	0.14685111111111113	0.14914333333333335	0.14933244444444443	0.14914333333333335	0.14905655555555555	0.14933244444444443	0.14905655555555555	0.07500838983050848	0.07494156873822976	0.07500838983050848	0.07464243126177024	0.07494156873822976	0.07464243126177024
1546_6818985046	0.1387219209039548	0.10992033898305086	0.12489186440677966	-0.6347548970639754	0.8586413153889276	-0.2479183174401177	0.13871333333333333	0.11034000000000001	0.12462000000000001	0.1364098888888889	0.10808833333333333	0.12281033333333334	0.1418581111111111	0.14153077777777776	0.1418581111111111	0.11936444444444447	0.14153077777777776	0.11936444444444447	0.0796975461393597	0.07562733145009418	0.0796975461393597	0.060661393596986815	0.07562733145009418	0.060661393596986815
1547_7376978989	0.13336723163841807	0.13838903954802262	0.13597536723163842	-0.17715213673420915	-0.29262188390189114	-0.21363909705807788	0.13368	0.13795333333333332	0.13614666666666667	0.13114444444444442	0.13608255555555557	0.1337091111111111	0.14078655555555555	0.13746555555555556	0.14078655555555555	0.13888344444444448	0.13746555555555556	0.13888344444444448	0.07284748775894538	0.07012990583804143	0.07284748775894538	0.07029234274952918	0.07012990583804143	0.07029234274952918
1548_6234491006	0.04600079096045198	0.11617220338983052	0.11629333333333335	1.354703040319961	-1.0018860356898183	-0.9613846606715498	0.0467	0.11656	0.11594666666666667	0.045234111111111114	0.11423600000000002	0.11435511111111114	0.12328566666666665	0.11088666666666668	0.12328566666666665	0.11747355555555555	0.11088666666666668	0.11747355555555555	0.08274241807909605	0.07031313559322035	0.08274241807909605	0.059357171374764595	0.07031313559322035	0.059357171374764595
1549_5457125335	0.12394723163841806	0.1626141242937853	0.13349706214689266	1.0976570743589	-0.31097796038970316	0.8282332077442701	0.12434	0.16336666666666666	0.13344666666666666	0.12188144444444445	0.15990388888888887	0.1312721111111111	0.17011300000000001	0.13365644444444444	0.17011300000000001	0.16989366666666667	0.13365644444444444	0.16989366666666667	0.09847266101694914	0.06929537099811675	0.09847266101694914	0.09586587005649717	0.06929537099811675	0.09586587005649717
1550_2426727532	0.1011819209039548	0.09815016949152543	0.10203378531073447	-0.7993821875202243	-0.4966639421169826	-0.8846689646801572	0.10064	0.09739333333333333	0.10204666666666667	0.09949555555555557	0.09651433333333334	0.10033322222222223	0.10293988888888889	0.10228844444444445	0.10293988888888889	0.10105644444444445	0.10228844444444445	0.10105644444444445	0.053106866290018845	0.05148451789077212	0.053106866290018845	0.051010455743879475	0.05148451789077212	0.051010455743879475
1551_1000838204	0.16404271186440678	0.18336598870056495	0.17920112994350285	1.1975481603260127	0.21767852493041662	0.24634993482022707	0.16432	0.18325999999999998	0.17815999999999999	0.16130866666666666	0.1803098888888889	0.17621444444444445	0.194624	0.17484222222222223	0.194624	0.191307	0.17484222222222223	0.191307	0.10777182485875708	0.08903126177024484	0.10777182485875708	0.10066522033898305	0.08903126177024484	0.10066522033898305
1552_9519442011	0.05727344632768361	0.058276610169491525	0.05807604519774011	-1.4481814396352675	-1.5878213313499747	-1.5605479275075045	0.05764000000000001	0.05845333333333333	0.05779333333333333	0.0563188888888889	0.057305333333333354	0.05710811111111112	0.05837988888888889	0.05826000000000001	0.05837988888888889	0.05833222222222223	0.05826000000000001	0.05833222222222223	0.029492374764595104	0.029422627118644074	0.029492374764595104	0.029244058380414314	0.029422627118644074	0.029244058380414314
1553_3056397212	0.14461050847457627	0.13925954802259888	0.14464949152542372	-0.06816867300096383	0.14370903405586782	-0.1726272530869226	0.1455266666666667	0.13931333333333332	0.14590666666666666	0.14220033333333335	0.13693855555555556	0.14223866666666668	0.14975333333333332	0.1500277777777778	0.14975333333333332	0.142909	0.1500277777777778	0.142909	0.07878581920903956	0.07771277777777777	0.07878581920903956	0.07193174011299434	0.07771277777777777	0.07193174011299434
1554_3440318751	0.14344598870056496	0.14231265536723164	0.14614564971751412	-0.009005562139384903	0.04177261263862534	-0.35978474204950406	0.14362	0.1419	0.14664666666666668	0.14105522222222222	0.13994077777777778	0.14370988888888891	0.15121811111111114	0.14622022222222222	0.15121811111111114	0.14720944444444445	0.14622022222222222	0.14720944444444445	0.07977845009416196	0.07382231261770243	0.07977845009416196	0.07509486817325801	0.07382231261770243	0.07509486817325801
1555_6572933902	0.14633966101694917	0.14281514124293784	0.14414192090395478	-0.1827085807396113	0.057932762269342165	-0.0856995533924982	0.1461866666666667	0.1426	0.14428	0.14390066666666668	0.14043488888888891	0.14173955555555556	0.15029633333333334	0.1498382222222222	0.15029633333333334	0.14377377777777778	0.1498382222222222	0.14377377777777778	0.07800763276836158	0.07721782674199623	0.07800763276836158	0.0720345122410546	0.07721782674199623	0.0720345122410546
1556_6669449586	0.15557050847457626	0.15548971751412427	0.15664757062146895	-0.08099736051851916	-0.0780873655840815	-0.1494304171863842	0.15608666666666668	0.15505333333333335	0.1566333333333333	0.15297766666666665	0.15289822222222224	0.1540367777777778	0.15675366666666665	0.15680822222222224	0.15675366666666665	0.15650333333333333	0.15680822222222224	0.15650333333333333	0.07898861016949152	0.07875370244821092	0.07898861016949152	0.07846901129943504	0.07875370244821092	0.07846901129943504
1557_2182147793	0.15860022598870058	0.16281129943502823	0.16137683615819207	0.2703146509174221	-0.13989163911766797	-0.19607891934667715	0.15888000000000002	0.16206666666666666	0.16135333333333332	0.1559568888888889	0.16009777777777776	0.15868722222222223	0.16409166666666666	0.16216000000000003	0.16409166666666666	0.16252866666666668	0.16216000000000003	0.16252866666666668	0.08373878531073446	0.08216573446327684	0.08373878531073446	0.08148163276836158	0.08216573446327684	0.08148163276836158
1558_6697705732	0.16027649717514122	0.15681028248587572	0.16180361581920905	0.059590679126992147	0.1315120506199804	-0.08310371514706479	0.16032666666666667	0.15732666666666667	0.16264	0.15760522222222223	0.1541967777777778	0.1591068888888889	0.1648368888888889	0.16278822222222222	0.1648368888888889	0.161228	0.16278822222222222	0.161228	0.08556519397363466	0.08226819397363465	0.08556519397363466	0.08157452542372882	0.08226819397363465	0.08157452542372882
1559_2064779610	0.02943446327683616	0.029636610169491526	0.029979999999999996	-2.342223277419399	-2.3368437335642924	-2.3839012427400816	0.02962	0.029586666666666667	0.030113333333333332	0.028943888888888897	0.029142666666666674	0.02948033333333334	0.029693111111111115	0.029732222222222226	0.029693111111111115	0.029920666666666665	0.029732222222222226	0.029920666666666665	0.014925342749529193	0.014878606403013186	0.014925342749529193	0.015016514124293787	0.014878606403013186	0.015016514124293787
1560_3446324228	0.1296668926553672	0.13170768361581922	0.13305129943502825	-0.04303599146242494	-0.4347649159862059	-0.2665290662226875	0.12989333333333333	0.13221999999999998	0.13296	0.1275057777777778	0.12951255555555558	0.13083377777777777	0.13515922222222224	0.13463322222222224	0.13515922222222224	0.1335707777777778	0.13463322222222224	0.1335707777777778	0.06981557815442561	0.06895367419962335	0.06981557815442561	0.06738103201506591	0.06895367419962335	0.06738103201506591
1561_4992171244	0.16280666666666666	0.161415593220339	0.16089943502824858	-0.1967029154594997	0.08053893677978126	-0.09001405268720981	0.1625	0.16096000000000002	0.16061333333333333	0.16009322222222225	0.15872533333333333	0.1582177777777778	0.164029	0.16290600000000002	0.164029	0.16149222222222223	0.16290600000000002	0.16149222222222223	0.08297343502824858	0.08197947457627118	0.08297343502824858	0.08091346516007532	0.08197947457627118	0.08091346516007532
1562_944133691	0.0940038418079096	0.11080949152542371	0.09630847457627119	0.21110657446009626	-1.1114821138046813	-0.2778879024280352	0.09390666666666667	0.11174666666666667	0.09662666666666667	0.09243711111111111	0.1089626666666667	0.09470333333333335	0.11503255555555557	0.09532344444444445	0.11503255555555557	0.11438033333333333	0.09532344444444445	0.11438033333333333	0.06382922222222222	0.047745365348399245	0.06382922222222222	0.0626008418079096	0.047745365348399245	0.0626008418079096
1563_4052509613	0.14529209039548022	0.14489525423728813	0.1470917514124294	0.09198993213323305	0.09644222310086777	-0.0580938099470469	0.1449133333333333	0.14463333333333334	0.1461866666666667	0.14287055555555558	0.14248033333333332	0.14464022222222223	0.15619977777777777	0.146923	0.15619977777777777	0.15515644444444446	0.146923	0.15515644444444446	0.0836529416195857	0.0738270395480226	0.0836529416195857	0.08215969303201508	0.0738270395480226	0.08215969303201508
1564_9363733803	0.11484598870056498	0.1261831638418079	0.12084361581920902	0.08191593244014901	-0.5470894215567678	-0.42505694740772215	0.11504666666666667	0.12622	0.12052	0.1129318888888889	0.12408011111111114	0.11882955555555556	0.13027622222222224	0.1187327777777778	0.13027622222222224	0.12954733333333335	0.1187327777777778	0.12954733333333335	0.070018934086629	0.05981037664783428	0.070018934086629	0.0677906384180791	0.05981037664783428	0.0677906384180791
1565_8116709554	0.17442870056497176	0.1201870056497175	0.165250395480226	0.10821542669972883	1.316623342086793	-0.04873877582167388	0.17292000000000002	0.12101999999999999	0.16605333333333333	0.17152155555555554	0.1181838888888889	0.16249622222222224	0.18684266666666666	0.18125433333333335	0.18684266666666666	0.15221633333333331	0.18125433333333335	0.15221633333333331	0.11318874011299433	0.0963345593220339	0.11318874011299433	0.08085698305084746	0.0963345593220339	0.08085698305084746
1566_6586448094	0.0680619209039548	0.06463638418079097	0.06986745762711864	-1.5477888435356497	-0.9502326071110088	-1.5972655678905547	0.06749333333333334	0.06485333333333333	0.06971333333333334	0.06692755555555557	0.06355911111111112	0.06870300000000001	0.07391966666666668	0.07174066666666667	0.07391966666666668	0.06864266666666667	0.07174066666666667	0.06864266666666667	0.04074509039548022	0.03725832203389831	0.04074509039548022	0.03501670621468927	0.03725832203389831	0.03501670621468927
1567_8984333527	0.06285141242937854	0.08466971751412429	0.0763909604519774	-0.4673282962765472	-1.2783815409213501	-1.4097504936164902	0.06282	0.08439333333333333	0.07653333333333334	0.06180388888888889	0.08325855555555556	0.07511777777777778	0.10105422222222224	0.07092888888888889	0.10105422222222224	0.09738333333333334	0.07092888888888889	0.09738333333333334	0.06417393973634651	0.03611829566854991	0.06417393973634651	0.05711816384180791	0.03611829566854991	0.05711816384180791
1568_8799354998	0.14822655367231638	0.150405197740113	0.1493794350282486	-0.17110974639950047	-0.20936723015762443	-0.21429338551169821	0.14958000000000002	0.14986666666666665	0.14848000000000003	0.14575611111111111	0.14789844444444444	0.14688977777777779	0.15015877777777778	0.1490058888888889	0.15015877777777778	0.1502247777777778	0.1490058888888889	0.1502247777777778	0.07550083992467044	0.07460439171374765	0.07550083992467044	0.07527861958568739	0.07460439171374765	0.07527861958568739
1569_9083744659	0.12521581920903954	0.12452429378531074	0.12821514124293784	-0.16702372407685578	-0.25348729035969236	-0.43628513172707983	0.12450666666666665	0.12453333333333334	0.12804000000000001	0.12312888888888887	0.1224488888888889	0.12607822222222223	0.1337468888888889	0.12712055555555557	0.1337468888888889	0.132243	0.12712055555555557	0.132243	0.07131186064030133	0.06376281544256121	0.07131186064030133	0.06905814124293785	0.06376281544256121	0.06905814124293785
1570_4602275392	0.10969468926553673	0.1088709604519774	0.11035638418079097	-0.5961866147092628	-0.5754118961861336	-0.6415882887101428	0.10906666666666667	0.10898666666666668	0.11013333333333335	0.10786644444444446	0.10705644444444444	0.10851711111111112	0.11064433333333334	0.11010622222222223	0.11064433333333334	0.11076244444444444	0.11010622222222223	0.11076244444444444	0.056002920903954805	0.05509345386064031	0.056002920903954805	0.055955608286252345	0.05509345386064031	0.055955608286252345
1571_445365658	0.13617593220338983	0.1376980790960452	0.13871254237288136	-0.011180689034376115	-0.15762250362935348	-0.18905616142142084	0.13602	0.1378	0.13877333333333333	0.13390633333333335	0.1354031111111111	0.13640066666666667	0.14386300000000002	0.14403255555555555	0.14386300000000002	0.1388981111111111	0.14403255555555555	0.1388981111111111	0.07539449717514124	0.07531043691148775	0.07539449717514124	0.06979545574387948	0.07531043691148775	0.06979545574387948
1572_7545281787	0.18388214689265536	0.17498892655367232	0.18259062146892654	0.061679980055358685	0.7117668026910456	0.2676160660102642	0.18468666666666667	0.17509333333333335	0.18254	0.18081744444444445	0.17207244444444444	0.17954744444444445	0.18744133333333335	0.18547033333333335	0.18744133333333335	0.18531711111111113	0.18547033333333335	0.18531711111111113	0.0977235649717514	0.09385214124293786	0.0977235649717514	0.09592222410546139	0.09385214124293786	0.09592222410546139
1573_300799228	0.15433661016949152	0.1589001129943503	0.15875276836158195	0.3522331697258721	-0.21509866128492988	-0.04550928056016425	0.15478000000000003	0.15849333333333335	0.15924000000000002	0.15176433333333333	0.1562517777777778	0.1561068888888889	0.1607491111111111	0.15756588888888892	0.1607491111111111	0.16021055555555555	0.15756588888888892	0.16021055555555555	0.08243993032015066	0.07929354425612052	0.08243993032015066	0.08079733521657251	0.07929354425612052	0.08079733521657251
1574_6206000501	0.15039141242937853	0.1507897175141243	0.15217186440677966	-0.11829961708987986	-0.0965771717532081	-0.23630838352444933	0.15173333333333333	0.15056666666666668	0.15260666666666667	0.1478848888888889	0.14827655555555558	0.14963566666666667	0.1533258888888889	0.15150266666666667	0.1533258888888889	0.15303266666666668	0.15150266666666667	0.15303266666666668	0.07803060640301318	0.07586184745762711	0.07803060640301318	0.07729227118644066	0.07586184745762711	0.07729227118644066
1575_6035991639	0.15789322033898306	0.15731706214689267	0.15813209039548023	0.08940183287083671	-0.0934277788006178	-0.022248880011838314	0.15779333333333334	0.15772	0.15814	0.1552616666666667	0.15469511111111112	0.15549655555555555	0.16075	0.16102666666666665	0.16075	0.158196	0.16102666666666665	0.158196	0.08194742937853107	0.08202033898305085	0.08194742937853107	0.07933371186440677	0.08202033898305085	0.07933371186440677
1576_4185508034	0.14601265536723163	0.15639615819209038	0.1601917514124294	0.4409490447276422	0.1385984119244485	-0.214220608083143	0.14512	0.15668	0.16047333333333333	0.1435791111111111	0.15378955555555557	0.1575218888888889	0.16857011111111112	0.1608632222222222	0.16857011111111112	0.16028455555555557	0.1608632222222222	0.16028455555555557	0.09296790772128062	0.08431212052730697	0.09296790772128062	0.08113757815442563	0.08431212052730697	0.08113757815442563
1577_8960483212	0.10300011299435027	0.10118677966101695	0.10300858757062147	-0.7980082233411921	-0.4366010351915915	-0.8396513694235433	0.10347333333333333	0.10112666666666667	0.10350666666666666	0.10128344444444447	0.09950033333333333	0.10129177777777779	0.1050518888888889	0.10336255555555555	0.1050518888888889	0.10439933333333333	0.10336255555555555	0.10439933333333333	0.054005165725047086	0.05186038041431261	0.054005165725047086	0.05335049152542373	0.05186038041431261	0.05335049152542373
1578_2381933686	0.15448621468926554	0.016702598870056498	0.06934248587570621	-0.7063633023730049	1.1854281324498526	-1.439184852278165	0.15404666666666667	0.016573333333333336	0.06951333333333333	0.15191144444444443	0.016424222222222222	0.06818677777777779	0.15558955555555556	0.15531066666666665	0.15558955555555556	0.04649166666666667	0.15531066666666665	0.04649166666666667	0.11279235216572504	0.09935349152542372	0.11279235216572504	0.02498039548022599	0.09935349152542372	0.02498039548022599
1579_9441847217	0.07010621468926553	0.1834728813559322	0.13687502824858758	1.6462110163157366	-0.1186273587333519	-0.34808331447256957	0.07018666666666666	0.18423333333333336	0.13745333333333334	0.06893777777777778	0.18041500000000002	0.13459377777777776	0.19391022222222223	0.11147266666666666	0.19391022222222223	0.18971844444444447	0.11147266666666666	0.18971844444444447	0.13051544821092279	0.05972735593220339	0.13051544821092279	0.1096314670433145	0.05972735593220339	0.1096314670433145
1580_4496213502	0.1130586440677966	0.10978949152542372	0.11473412429378532	-0.553885714566619	-0.2889928079420704	-0.766242070072311	0.11298000000000002	0.11018000000000001	0.11528666666666668	0.11117433333333333	0.10795966666666666	0.1128218888888889	0.11810666666666667	0.11627155555555554	0.11810666666666667	0.11342655555555557	0.11627155555555554	0.11342655555555557	0.06239463276836159	0.05932336346516008	0.06239463276836159	0.0572956516007533	0.05932336346516008	0.0572956516007533
1581_9209049421	0.19852711864406777	0.12017310734463277	0.19157570621468925	0.3118469333261888	1.6424612893178292	0.2190226798494273	0.19820666666666667	0.11929333333333333	0.19182000000000002	0.19521833333333333	0.11817022222222222	0.1883827777777778	0.21235900000000002	0.2059482222222222	0.21235900000000002	0.17211966666666667	0.2059482222222222	0.17211966666666667	0.13268394350282486	0.10842251600753296	0.13268394350282486	0.09418246327683615	0.10842251600753296	0.09418246327683615
1582_439883217	0.11750327683615819	0.10090214689265536	0.11987367231638418	-0.6328532242197216	0.3400060327409514	-0.7628136302825697	0.11814666666666666	0.10022666666666666	0.12046666666666665	0.11554488888888889	0.09922044444444444	0.11787577777777779	0.12670900000000002	0.12005255555555557	0.12670900000000002	0.12070744444444445	0.12005255555555557	0.12070744444444445	0.0721076440677966	0.060708318267419965	0.0721076440677966	0.06551348964218456	0.060708318267419965	0.06551348964218456
1583_6973615058	0.14062101694915255	0.13506033898305086	0.13587728813559322	-0.3545827130741115	0.01956502710501014	0.07415390126041586	0.13992000000000002	0.13550666666666666	0.13505333333333333	0.13827733333333336	0.13280933333333333	0.13361266666666669	0.14289744444444447	0.14222133333333334	0.14289744444444447	0.13750966666666667	0.14222133333333334	0.13750966666666667	0.0739771054613936	0.07309675706214688	0.0739771054613936	0.06977525988700566	0.07309675706214688	0.06977525988700566
1584_2863807914	0.09663084745762712	0.09670881355932204	0.09640497175141242	-0.7548376422760694	-0.8043092621030361	-0.8811245300038251	0.09698	0.09575333333333333	0.09624	0.09502033333333333	0.09509700000000001	0.09479822222222224	0.09814922222222222	0.09755044444444445	0.09814922222222222	0.09666644444444444	0.09755044444444445	0.09666644444444444	0.04981430696798494	0.04929148964218455	0.04981430696798494	0.048387998116760825	0.04929148964218455	0.048387998116760825
1585_6490474351	0.06443129943502825	0.06317988700564972	0.06466813559322034	-1.4729604474568398	-1.3342814983051268	-1.6003510597713289	0.06414	0.06301333333333334	0.06516666666666666	0.06335744444444445	0.062126888888888905	0.06359033333333335	0.06561233333333334	0.06507311111111112	0.06561233333333334	0.06444966666666668	0.06507311111111112	0.06444966666666668	0.033709536723163847	0.032798252354048964	0.033709536723163847	0.03248766101694915	0.032798252354048964	0.03248766101694915
1586_4159344961	0.13788824858757062	0.13345853107344632	0.14167887005649718	-0.15901295245138886	0.2330701710888929	-0.3805385733872047	0.13734000000000002	0.13305333333333333	0.14248000000000002	0.13559011111111113	0.13123422222222222	0.13931755555555558	0.14714000000000002	0.14066677777777778	0.14714000000000002	0.1448782222222222	0.14066677777777778	0.1448782222222222	0.07930330508474576	0.07077499811676083	0.07930330508474576	0.07609387193973635	0.07077499811676083	0.07609387193973635
1587_888600558	0.1405749152542373	0.15467209039548024	0.15609005649717514	0.6168243798116698	-0.14031476768137838	-0.23649223020224316	0.13996	0.15474666666666667	0.15674000000000002	0.138232	0.15209422222222224	0.15348855555555554	0.15837644444444446	0.15361311111111112	0.15837644444444446	0.15628066666666665	0.15361311111111112	0.15628066666666665	0.08456469303201507	0.07944686817325801	0.08456469303201507	0.07859012994350283	0.07944686817325801	0.07859012994350283
1588_244887257	0.07471491525423728	0.1154846327683616	0.10291841807909605	0.9112349789022953	-1.072850397726647	-0.8056340830232775	0.07495333333333333	0.11563333333333332	0.1028	0.07346966666666667	0.11355988888888892	0.10120311111111113	0.11860222222222223	0.09255122222222222	0.11860222222222223	0.11787711111111111	0.09255122222222222	0.11787711111111111	0.0710523352165725	0.04814288888888889	0.0710523352165725	0.0632763483992467	0.04814288888888889	0.0632763483992467
1589_898221064	0.09073322033898305	0.09349209039548023	0.09124745762711864	-0.6721327082202189	-0.9353315763798933	-0.8305319338765683	0.08994	0.09302	0.09156	0.08922100000000001	0.0919338888888889	0.08972666666666668	0.09725955555555556	0.09126122222222223	0.09725955555555556	0.096742	0.09126122222222223	0.096742	0.05120322787193974	0.045766052730696796	0.05120322787193974	0.050557112994350284	0.045766052730696796	0.050557112994350284
1590_5108686780	0.12147209039548022	0.14858994350282487	0.14852305084745762	0.9225736650673465	-0.25107167946641634	-0.38180004676387075	0.12138666666666668	0.14907333333333334	0.14863333333333334	0.11944755555555556	0.14611344444444443	0.14604766666666666	0.15563355555555555	0.14347544444444446	0.15563355555555555	0.15162455555555557	0.14347544444444446	0.15162455555555557	0.08811804708097928	0.07597665913370998	0.08811804708097928	0.07734630696798492	0.07597665913370998	0.07734630696798492
1591_4641697707	0.14759039548022598	0.15936949152542373	0.15891887005649719	0.6176996736488225	-0.15632408790329905	-0.20955223957825694	0.14798	0.15992	0.15934666666666666	0.14513055555555554	0.15671333333333334	0.15627022222222223	0.1625091111111111	0.15973966666666664	0.1625091111111111	0.159525	0.15973966666666664	0.159525	0.0857691393596987	0.08311235028248587	0.0857691393596987	0.07995290960451978	0.08311235028248587	0.07995290960451978
1592_5832383474	0.1607858757062147	0.14429774011299437	0.14753887005649718	-0.15849035474583525	0.6960491115290584	0.2357976996162986	0.1602866666666667	0.14414000000000002	0.14740666666666666	0.15810611111111111	0.14189277777777778	0.1450798888888889	0.1680208888888889	0.166845	0.1680208888888889	0.1464168888888889	0.166845	0.1464168888888889	0.09174998493408662	0.08976381355932203	0.09174998493408662	0.073457736346516	0.08976381355932203	0.073457736346516
1593_6793986880	0.1430433898305085	0.11882542372881358	0.1386980790960452	-0.4905874429602938	0.8301694816079396	-0.3316427992056394	0.14250666666666667	0.11938	0.13917333333333337	0.14065933333333333	0.11684499999999998	0.13638644444444448	0.15242444444444445	0.14857800000000002	0.15242444444444445	0.13239022222222221	0.14857800000000002	0.13239022222222221	0.08695724105461394	0.07814263276836157	0.08695724105461394	0.06800934651600753	0.07814263276836157	0.06800934651600753
1594_3946834166	0.15945966101694917	0.14238259887005647	0.1613214689265537	-0.05892697476491308	0.8370469304580299	-0.16104934396040307	0.15933333333333335	0.1424	0.16166	0.156802	0.14000955555555555	0.1586327777777778	0.16815266666666667	0.1611806666666667	0.16815266666666667	0.16266544444444445	0.1611806666666667	0.16266544444444445	0.09269210169491525	0.08098538418079096	0.09269210169491525	0.0867394274952919	0.08098538418079096	0.0867394274952919
1595_9222739231	0.12460384180790961	0.12775175141242937	0.12602169491525425	-0.17818099321034175	-0.5216384554775314	-0.35126397028109657	0.12493333333333333	0.12763333333333335	0.12641333333333332	0.12252711111111111	0.12562255555555557	0.12392133333333334	0.12848855555555555	0.12726677777777776	0.12848855555555555	0.1275772222222222	0.12726677777777776	0.1275772222222222	0.06539965725047081	0.06461039359698682	0.06539965725047081	0.06413386064030131	0.06461039359698682	0.06413386064030131
1596_8271686117	0.1489257627118644	0.17477050847457626	0.18080485875706215	0.9894457925534594	0.48047304454553635	0.08425685586474352	0.14940666666666666	0.17503333333333335	0.18104666666666666	0.14644366666666667	0.1718576666666667	0.17779144444444445	0.198759	0.175505	0.198759	0.18625811111111112	0.175505	0.18625811111111112	0.11783493220338982	0.09307234463276837	0.11783493220338982	0.09736426930320151	0.09307234463276837	0.09736426930320151
1597_5485512026	0.15474282485875707	0.15053694915254237	0.14516361581920903	-0.08360366901474352	0.0987130208860262	0.6733671381620613	0.15514666666666668	0.15049333333333334	0.14436	0.1521637777777778	0.148028	0.14274422222222224	0.16142122222222222	0.15844133333333335	0.16142122222222222	0.15521222222222222	0.15844133333333335	0.15521222222222222	0.08510127871939736	0.08346472316384182	0.08510127871939736	0.08128708097928437	0.08346472316384182	0.08128708097928437
1598_8042544591	0.11760338983050847	0.12436836158192091	0.12345581920903956	-0.0038667834566008434	-0.3789647656127308	-0.4651870569348705	0.1168	0.12495999999999999	0.12450666666666665	0.11564333333333333	0.12229555555555557	0.12139822222222224	0.13213433333333333	0.12202777777777778	0.13213433333333333	0.13002911111111112	0.12202777777777778	0.13002911111111112	0.071641395480226	0.06176297551789078	0.071641395480226	0.068073065913371	0.06176297551789078	0.068073065913371
1599_6101025528	0.12656926553672318	0.14111062146892656	0.1430638418079096	0.5082915984560636	-0.1494062825293564	-0.43458139428168313	0.12624000000000002	0.14014000000000001	0.14398	0.12445977777777778	0.1387587777777778	0.14067944444444444	0.1549691111111111	0.14048266666666667	0.1549691111111111	0.14711122222222223	0.14048266666666667	0.14711122222222223	0.08804913935969869	0.07307438983050847	0.08804913935969869	0.07606760640301317	0.07307438983050847	0.07606760640301317
1600_615960549	0.12248033898305084	0.16371197740112994	0.16581638418079098	1.140456198847196	-0.017680279725984016	-0.13137425072488657	0.12264666666666667	0.16335333333333332	0.16588666666666668	0.120439	0.16098344444444446	0.1630527777777778	0.17530433333333334	0.16158322222222224	0.17530433333333334	0.167211	0.16158322222222224	0.167211	0.10375625423728811	0.08950904143126176	0.10375625423728811	0.08482890960451978	0.08950904143126176	0.08482890960451978
1601_2871473265	0.16387016949152544	0.16061457627118644	0.16511367231638419	0.07463126889176099	0.26774598656339094	-0.010421844604927785	0.16312666666666667	0.16014	0.16542666666666667	0.161139	0.15793766666666664	0.1623617777777778	0.17038355555555554	0.16809155555555558	0.17038355555555554	0.16438677777777777	0.16809155555555558	0.16438677777777777	0.08926236911487759	0.08584559510357814	0.08926236911487759	0.08295471563088512	0.08584559510357814	0.08295471563088512
1602_9463204925	0.16594937853107344	0.15687774011299435	0.16651389830508473	0.3020787811843383	0.5264160651556042	0.033079427189611287	0.16671999999999998	0.15789333333333333	0.16577333333333333	0.16318355555555555	0.15426311111111113	0.16373866666666667	0.18108300000000002	0.1790801111111111	0.18108300000000002	0.16275644444444443	0.1790801111111111	0.16275644444444443	0.10037622033898305	0.09596429190207156	0.10037622033898305	0.08190853483992466	0.09596429190207156	0.08190853483992466
1603_8462608275	0.1220980790960452	0.11981152542372879	0.12030542372881355	-0.6725167883835974	-0.32115692873952223	-0.39820091079784575	0.12114666666666667	0.12022666666666666	0.12004666666666668	0.12006311111111113	0.11781466666666668	0.11830033333333333	0.12264488888888889	0.12267733333333336	0.12264488888888889	0.12016522222222224	0.12267733333333336	0.12016522222222224	0.06216748775894539	0.06207645762711864	0.06216748775894539	0.06013598493408663	0.06207645762711864	0.06013598493408663
1604_9527906926	0.1649038418079096	0.16564282485875706	0.1685819209039548	0.10070924917775276	0.06447858012501786	-0.07805407905327	0.16460666666666665	0.16586	0.16886666666666666	0.16215544444444444	0.16288211111111112	0.1657722222222222	0.1687841111111111	0.16804311111111112	0.1687841111111111	0.16822566666666666	0.16804311111111112	0.16822566666666666	0.08614744444444443	0.08467167043314501	0.08614744444444443	0.0846694802259887	0.08467167043314501	0.0846694802259887
1605_5352430761	0.13655378531073448	0.1270065536723164	0.13588282485875708	-0.3083247419752654	0.22857728837795804	-0.4049410335579392	0.13647333333333334	0.12693333333333331	0.13651333333333332	0.1342778888888889	0.1248897777777778	0.1336181111111111	0.14144455555555555	0.13835666666666666	0.14144455555555555	0.134868	0.13835666666666666	0.134868	0.07555447080979284	0.07024751412429378	0.07555447080979284	0.06914565536723165	0.07024751412429378	0.06914565536723165
