sample	mean_pairwise_difference_A	mean_pairwise_difference_B	mean_pairwise_difference_C	tajima_d_A	tajima_d_B	tajima_d_C	heterozygosity_observed_A	heterozygosity_observed_B	heterozygosity_observed_C	heterozygosity_expectedA	heterozygosity_expectedB	heterozygosity_expectedC	mean_pairwise_difference_between_A_B	mean_pairwise_difference_between_A_C	mean_pairwise_difference_between_B_A	mean_pairwise_difference_between_B_C	mean_pairwise_difference_between_C_A	mean_pairwise_difference_between_C_B	hudson_fst_A_B	hudson_fst_A_C	hudson_fst_B_A	hudson_fst_B_C	hudson_fst_C_A	hudson_fst_C_B
20_1479755442	0.1296632768361582	0.12704960451977398	0.130894802259887	-0.3346449981651972	-0.29856846636361845	-0.4497456913414514	0.13	0.12705999999999998	0.13160666666666665	0.12750222222222224	0.12493211111111113	0.12871322222222226	0.1320633333333333	0.13205555555555556	0.1320633333333333	0.12980666666666665	0.13205555555555556	0.12980666666666665	0.0678851129943503	0.06691603578154424	0.0678851129943503	0.06532056497175143	0.06691603578154424	0.06532056497175143
21_3661672730	0.1449142372881356	0.14419932203389832	0.14678542372881356	-0.08929299212476109	0.01195019254874778	-0.29957910254786424	0.14467333333333332	0.14422666666666667	0.14707333333333333	0.14249900000000001	0.141796	0.144339	0.14959188888888889	0.14671055555555557	0.14959188888888889	0.14750444444444444	0.14671055555555557	0.14750444444444444	0.07731349905838042	0.07378564030131826	0.07731349905838042	0.07475825800376647	0.07378564030131826	0.07475825800376647
22_6411577115	0.16743265536723162	0.1685927683615819	0.16970610169491523	0.12453584259920458	0.030317367647828306	-0.028028553211857477	0.1665	0.16844	0.16982	0.16464211111111113	0.16578288888888887	0.16687766666666667	0.17052544444444442	0.17025433333333334	0.17052544444444442	0.16986044444444445	0.17025433333333334	0.16986044444444445	0.08651908851224106	0.0859696440677966	0.08651908851224106	0.08528572693032015	0.0859696440677966	0.08528572693032015
23_1678496093	0.1569202259887006	0.15900112994350285	0.1589372881355932	0.13729209229962072	0.04836379129821929	-0.00020850665746904878	0.15693333333333334	0.15944	0.15919333333333333	0.1543048888888889	0.1563511111111111	0.15628833333333333	0.16274933333333333	0.15832566666666667	0.16274933333333333	0.16249944444444445	0.15832566666666667	0.16249944444444445	0.0837689943502825	0.07936128813559322	0.0837689943502825	0.08301483992467043	0.07936128813559322	0.08301483992467043
24_8045987274	0.15907435028248587	0.11598169491525423	0.16081593220338983	0.006770317464888606	1.1174845427171853	-0.19935639328754384	0.15918666666666667	0.11581333333333332	0.16048666666666667	0.15642311111111112	0.11404866666666667	0.1581356666666667	0.1735436666666667	0.16472033333333333	0.1735436666666667	0.1540438888888889	0.16472033333333333	0.1540438888888889	0.10477965536723163	0.0847477627118644	0.10477965536723163	0.08484448210922788	0.0847477627118644	0.08484448210922788
25_6104216781	0.17929344632768363	0.16381627118644068	0.18074610169491526	0.04031195831770801	1.0644025459841095	0.01478414658519761	0.17927333333333334	0.16517333333333334	0.18044666666666667	0.1763052222222222	0.161086	0.17773366666666665	0.1842371111111111	0.18067055555555556	0.1842371111111111	0.18122911111111112	0.18067055555555556	0.18122911111111112	0.09845968173258005	0.09066066854990583	0.09845968173258005	0.09508851789077213	0.09066066854990583	0.09508851789077213
26_3447130612	0.16129887005649715	0.15498621468926554	0.16125322033898307	-0.0730964336043319	0.2687419964525305	-0.10316255122521409	0.16124666666666668	0.1548266666666667	0.1603	0.1586105555555556	0.15240311111111113	0.1585656666666667	0.16476155555555555	0.163478	0.16476155555555555	0.16007811111111112	0.163478	0.16007811111111112	0.08569028436911487	0.08283997740112993	0.08569028436911487	0.08101825235404897	0.08283997740112993	0.08101825235404897
27_7689032449	0.06672576271186441	0.06461152542372882	0.0668528813559322	-1.5770397410309214	-0.8730725700437937	-1.6297582664830355	0.06713999999999999	0.06432	0.06698666666666668	0.06561366666666668	0.06353466666666667	0.06573866666666668	0.0694038888888889	0.06691322222222222	0.0694038888888889	0.06844533333333334	0.06691322222222222	0.06844533333333334	0.03656956685499059	0.03351856120527308	0.03656956685499059	0.03557923163841808	0.03351856120527308	0.03557923163841808
28_7582283933	0.1509354802259887	0.14594881355932202	0.15138881355932204	-0.18004495646710578	0.2858116480078464	-0.20543607909046377	0.15116666666666664	0.14543333333333333	0.15234	0.14841988888888888	0.14351633333333333	0.14886566666666667	0.15498222222222222	0.15261588888888888	0.15498222222222222	0.15066322222222223	0.15261588888888888	0.15066322222222223	0.08076114877589452	0.0770348154425612	0.08076114877589452	0.0763288154425612	0.0770348154425612	0.0763288154425612
29_82132941	0.14628474576271186	0.14252802259887007	0.15059694915254238	0.018811197611269263	0.19977967553083475	-0.278872201196342	0.14658666666666664	0.14262	0.15123333333333333	0.14384666666666668	0.14015255555555556	0.14808700000000002	0.15671633333333335	0.150842	0.15671633333333335	0.1504996666666667	0.150842	0.1504996666666667	0.08451314124293785	0.07662157627118645	0.08451314124293785	0.07721842372881356	0.07662157627118645	0.07721842372881356
30_3715386035	0.1289876836158192	0.12613536723163843	0.13092666666666664	-0.37092117996978796	-0.06475357512708729	-0.48283107689075544	0.12894	0.12586666666666668	0.13021999999999997	0.1268378888888889	0.12403311111111114	0.12874455555555556	0.1333741111111111	0.13043177777777779	0.1333741111111111	0.131666	0.13043177777777779	0.131666	0.0695933483992467	0.06545319020715631	0.0695933483992467	0.06740049152542373	0.06545319020715631	0.06740049152542373
31_7896158545	0.14508361581920903	0.13494666666666666	0.14665299435028248	-0.11926127432086021	0.3429817630566632	-0.2892855175035947	0.14512	0.13533333333333336	0.14663333333333334	0.14266555555555555	0.13269755555555557	0.14420877777777777	0.15182333333333334	0.14638933333333334	0.15182333333333334	0.1495788888888889	0.14638933333333334	0.1495788888888889	0.0818157627118644	0.07345518079096046	0.0818157627118644	0.0791789736346516	0.07345518079096046	0.0791789736346516
32_3326713872	0.15512225988700565	0.18132214689265536	0.1752917514124294	1.042175949658493	0.06635945635083669	0.09477862849884192	0.1550133333333333	0.18099333333333334	0.17534666666666668	0.15253688888888886	0.17830011111111113	0.17237022222222223	0.186336	0.17017044444444443	0.186336	0.18382033333333334	0.17017044444444443	0.18382033333333334	0.10222489830508476	0.0875669416195857	0.10222489830508476	0.09466685875706216	0.0875669416195857	0.09466685875706216
33_9852228059	0.15552203389830507	0.15483706214689266	0.15500293785310734	-0.1287347821914443	-0.17125759983881023	-0.17660043538960477	0.15549333333333334	0.15469333333333335	0.15548	0.15293	0.15225644444444442	0.15241955555555559	0.15591155555555555	0.15565755555555558	0.15591155555555555	0.15561633333333333	0.15565755555555558	0.15561633333333333	0.07832178154425612	0.07802631261770245	0.07832178154425612	0.07815633333333333	0.07802631261770245	0.07815633333333333
34_6217053671	0.15266745762711864	0.1677117514124294	0.16827389830508474	0.8028166559036736	0.11991118439735408	-0.02320707612964006	0.1524866666666667	0.16872666666666666	0.16756	0.150123	0.16491655555555557	0.16546933333333336	0.177992	0.16556244444444446	0.177992	0.172525	0.16556244444444446	0.172525	0.09789719774011299	0.08532710546139362	0.09789719774011299	0.08852858757062147	0.08532710546139362	0.08852858757062147
35_55570840	0.053876497175141244	0.05449514124293786	0.05470327683615819	-1.625159091763427	-1.6248782349129656	-1.838542650691852	0.054060000000000004	0.054373333333333336	0.05485333333333333	0.05297855555555557	0.05358688888888889	0.053791555555555565	0.05561588888888889	0.054802222222222224	0.05561588888888889	0.05493177777777778	0.054802222222222224	0.05493177777777778	0.02852297928436912	0.02765727871939737	0.02852297928436912	0.02763217325800377	0.02765727871939737	0.02763217325800377
36_5015693251	0.19280214689265535	0.16257254237288138	0.1973257627118644	0.5051044635206624	1.3224352819567715	0.35116583962684395	0.19263333333333335	0.16202	0.19611333333333333	0.1895887777777778	0.159863	0.19403700000000002	0.21205755555555553	0.19613166666666665	0.21205755555555553	0.20645377777777776	0.19613166666666665	0.20645377777777776	0.12321388323917137	0.09859968926553672	0.12321388323917137	0.11647920150659133	0.09859968926553672	0.11647920150659133
37_3426821645	0.057865310734463285	0.028695819209039547	0.05450361581920904	-2.177204612428999	-0.057465311034527004	-2.0911332761107966	0.057626666666666666	0.02874666666666667	0.05474	0.056900888888888904	0.028217555555555555	0.05359522222222224	0.06027366666666667	0.058872222222222215	0.06027366666666667	0.047685333333333337	0.058872222222222215	0.047685333333333337	0.038633384180790965	0.030779990583804148	0.038633384180790965	0.02688547457627119	0.030779990583804148	0.02688547457627119
38_2452589962	0.07782361581920905	0.0646935593220339	0.07271423728813559	-1.5862767107739255	-0.48633382706866896	-1.298971073969502	0.07792666666666667	0.06426666666666668	0.07318	0.07652655555555557	0.06361533333333334	0.07150233333333333	0.07968177777777778	0.07899822222222223	0.07968177777777778	0.07003255555555557	0.07899822222222223	0.07003255555555557	0.04405248399246704	0.04136375894538607	0.04405248399246704	0.03568060640301318	0.04136375894538607	0.03568060640301318
39_9300770524	0.10420677966101694	0.1045335593220339	0.10696090395480227	-0.5142673748090395	-0.6907072619986155	-0.7930270122960561	0.10426666666666665	0.10392	0.10649333333333334	0.10247	0.10279133333333335	0.10517822222222221	0.11019877777777778	0.10781977777777779	0.11019877777777778	0.1067201111111111	0.10781977777777779	0.1067201111111111	0.05801369303201507	0.05502785687382297	0.05801369303201507	0.05384649529190208	0.05502785687382297	0.05384649529190208
40_2649408338	0.15449186440677967	0.15439288135593218	0.15696824858757064	0.05889584131643765	0.17886070413056634	-0.07033483000875525	0.15462	0.15392666666666666	0.15680666666666665	0.151917	0.15181966666666666	0.1543521111111111	0.16042044444444445	0.15856811111111113	0.16042044444444445	0.15675655555555554	0.15856811111111113	0.15675655555555554	0.08319925800376647	0.08070308286252355	0.08319925800376647	0.07891627306967984	0.08070308286252355	0.07891627306967984
41_5619254010	0.16922677966101693	0.16562135593220342	0.16757717514124296	-0.07511714912877787	0.13770365593804962	-0.03437575705924753	0.16927333333333333	0.16484666666666667	0.16782666666666668	0.16640633333333335	0.162861	0.16478422222222222	0.16989377777777775	0.1693257777777778	0.16989377777777775	0.1670101111111111	0.1693257777777778	0.1670101111111111	0.0861817438794727	0.08512478907721281	0.0861817438794727	0.08371047834274954	0.08512478907721281	0.08371047834274954
42_4168270945	0.13875186440677967	0.1377322033898305	0.14225299435028252	-0.14469286291717606	-0.056808912831621795	-0.366658243182932	0.13942666666666664	0.13726666666666665	0.1425	0.13643933333333336	0.13543666666666668	0.13988211111111112	0.144183	0.14166655555555557	0.144183	0.14207899999999998	0.14166655555555557	0.14207899999999998	0.07506198305084746	0.07141534086629	0.07506198305084746	0.07208270056497175	0.07141534086629	0.07208270056497175
43_711163941	0.1630516384180791	0.1628587570621469	0.16419774011299434	-0.14874032093011552	0.05883445107333259	0.06341009799098117	0.16323333333333334	0.16345333333333334	0.16449333333333335	0.16033411111111112	0.16014444444444445	0.1614611111111111	0.16449266666666668	0.1650822222222222	0.16449266666666668	0.16394766666666666	0.1650822222222222	0.16394766666666666	0.08301506779661018	0.08326987758945385	0.08301506779661018	0.08218354237288136	0.08326987758945385	0.08218354237288136
44_7374337880	0.11763672316384181	0.12238429378531072	0.12000892655367233	-0.0119732237110687	-0.6656770353517285	-0.40202479152413545	0.11814000000000001	0.12244666666666668	0.11899333333333334	0.11567611111111109	0.12034455555555555	0.1180087777777778	0.12416300000000001	0.11960700000000002	0.12416300000000001	0.1238627777777778	0.11960700000000002	0.1238627777777778	0.06415774576271187	0.06019558757062147	0.06415774576271187	0.06326447269303201	0.06019558757062147	0.06326447269303201
45_2343597386	0.1364013559322034	0.13705830508474579	0.13998451977401133	-0.16032545326767228	-0.12297556572762659	-0.37453382641186644	0.13650666666666667	0.13742666666666667	0.14063333333333336	0.13412800000000002	0.13477400000000003	0.13765144444444444	0.1420447777777778	0.13962455555555556	0.1420447777777778	0.13970622222222223	0.13962455555555556	0.13970622222222223	0.07367986252354049	0.07052808662900188	0.07367986252354049	0.07044551600753296	0.07052808662900188	0.07044551600753296
46_3593626969	0.09062531073446328	0.08984779661016948	0.09113649717514125	-0.9813155370373036	-0.8480822510395098	-0.9216290794271301	0.09061333333333334	0.08942	0.09023999999999999	0.0891148888888889	0.08835033333333334	0.08961755555555556	0.09280900000000002	0.091984	0.09280900000000002	0.09172000000000001	0.091984	0.09172000000000001	0.04769072316384181	0.04654354802259887	0.04769072316384181	0.046473926553672315	0.04654354802259887	0.046473926553672315
47_5720531357	0.12406169491525425	0.13445920903954803	0.13603932203389832	0.5290555663455373	-0.3890012544604147	-0.43047727642569267	0.124	0.13454666666666668	0.13642666666666667	0.121994	0.13221822222222224	0.133772	0.14140711111111112	0.1394471111111111	0.14140711111111112	0.13576366666666667	0.1394471111111111	0.13576366666666667	0.07677688512241054	0.07442185687382298	0.07677688512241054	0.06813903389830507	0.07442185687382298	0.06813903389830507
48_5151243010	0.12274485875706213	0.12180248587570622	0.1279174011299435	-0.25742440798712174	-0.23070572992722385	-0.463824021649004	0.12205333333333333	0.12164000000000001	0.12688666666666668	0.12069911111111115	0.11977244444444446	0.12578544444444448	0.13245099999999999	0.12757966666666667	0.13245099999999999	0.12878299999999998	0.12757966666666667	0.12878299999999998	0.07131416384180791	0.06491410169491525	0.07131416384180791	0.06635302824858756	0.06491410169491525	0.06635302824858756
49_4607516821	0.2046385310734463	0.1084257627118644	0.2572276836158192	1.572556361322136	1.6304728443439511	1.147680949342816	0.20555333333333328	0.10816000000000002	0.2575266666666667	0.2012278888888889	0.10661866666666667	0.2529405555555556	0.37840266666666666	0.241882	0.37840266666666666	0.32503888888888893	0.241882	0.32503888888888893	0.300136593220339	0.12641544632768362	0.300136593220339	0.23362552730696798	0.12641544632768362	0.23362552730696798
50_9107538098	0.14791163841807908	0.16109254237288134	0.1532406779661017	0.6645237236007869	-0.2688359738565132	0.22074689589342944	0.14868	0.16159333333333334	0.15369333333333335	0.14544644444444446	0.15840766666666667	0.1506866666666667	0.16478655555555555	0.15136	0.16478655555555555	0.16465544444444444	0.15136	0.16465544444444444	0.08753551035781544	0.0760719209039548	0.08753551035781544	0.08607213935969868	0.0760719209039548	0.08607213935969868
51_9756685002	0.16056485875706214	0.15715062146892655	0.15658361581920904	-0.1535678103240132	0.01785073623809541	0.08445676346063735	0.16074000000000002	0.15725999999999998	0.15644666666666668	0.1578887777777778	0.15453144444444444	0.1539738888888889	0.161402	0.16113366666666665	0.161402	0.1578577777777778	0.16113366666666665	0.1578577777777778	0.08197312994350284	0.08184654802259887	0.08197312994350284	0.07942421845574388	0.08184654802259887	0.07942421845574388
52_5917130311	0.17564745762711867	0.16490644067796612	0.16962881355932202	-0.054062341529296225	0.5011393865901157	0.17127175955844479	0.17653333333333332	0.16451999999999997	0.16994	0.17272	0.162158	0.16680166666666665	0.17759666666666668	0.17703911111111112	0.17759666666666668	0.16775	0.17703911111111112	0.16775	0.09245819209039548	0.09072004331450094	0.09245819209039548	0.08411618644067796	0.09072004331450094	0.08411618644067796
53_6267686418	0.17260531073446328	0.16876237288135595	0.1733749152542373	0.0147542820384849	0.3636286350282843	0.03898098903201132	0.1731	0.16887333333333335	0.17249333333333333	0.16972855555555558	0.16594966666666666	0.17048533333333335	0.17408533333333331	0.17305933333333332	0.17408533333333331	0.17370244444444444	0.17305933333333332	0.17370244444444444	0.08874341242937853	0.08656427683615821	0.08874341242937853	0.08816812241054614	0.08656427683615821	0.08816812241054614
54_8636372829	0.15066271186440677	0.17613163841807908	0.16656655367231638	1.1242118393500558	-0.15344195686606701	0.136931300050056	0.15118	0.17555333333333334	0.16641333333333333	0.14815166666666665	0.17319611111111113	0.16379044444444446	0.17825	0.16053011111111112	0.17825	0.17856966666666668	0.16053011111111112	0.17856966666666668	0.09655141242937852	0.08122279472693031	0.09655141242937852	0.0928951186440678	0.08122279472693031	0.0928951186440678
55_8275851448	0.1493213559322034	0.1502464406779661	0.15087028248587572	0.050804845610153186	-0.21112111036245193	-0.0898659229830987	0.14901333333333333	0.15064666666666668	0.15113333333333334	0.1468326666666667	0.14774233333333336	0.1483557777777778	0.15420655555555557	0.15053233333333332	0.15420655555555557	0.15358133333333332	0.15053233333333332	0.15358133333333332	0.07931460640301319	0.07548442372881356	0.07931460640301319	0.07830215254237288	0.07548442372881356	0.07830215254237288
56_9480841828	0.12861581920903956	0.1408366101694915	0.14639062146892656	0.47857150484693534	-0.032771532662697514	-0.3679860560583755	0.12884	0.14173333333333335	0.14623333333333335	0.1264722222222222	0.13848933333333335	0.14395077777777782	0.1582628888888889	0.14378244444444443	0.1582628888888889	0.14949577777777776	0.14378244444444443	0.14949577777777776	0.09089978154425613	0.07503083427495291	0.09089978154425613	0.07768896986817327	0.07503083427495291	0.07768896986817327
57_1806500094	0.13460960451977402	0.13359163841807908	0.13597118644067796	-0.3193620148349563	-0.12049346643227242	-0.3694933916300608	0.13416666666666666	0.13266666666666668	0.13674	0.1323661111111111	0.1313651111111111	0.13370500000000002	0.13789955555555555	0.13557033333333335	0.13789955555555555	0.13786977777777779	0.13557033333333335	0.13786977777777779	0.07084924482109227	0.06792513559322035	0.07084924482109227	0.07047907156308852	0.06792513559322035	0.07047907156308852
58_5716035808	0.11539683615819209	0.11573706214689264	0.11890790960451977	-0.33331789331352607	-0.48991874392360524	-0.5739187961561413	0.11422666666666668	0.11656666666666668	0.11924666666666667	0.11347355555555558	0.11380811111111114	0.11692611111111115	0.12192877777777779	0.11950999999999999	0.12192877777777779	0.1188471111111111	0.11950999999999999	0.1188471111111111	0.06414530320150659	0.060933813559322036	0.06414530320150659	0.06018586817325801	0.060933813559322036	0.06018586817325801
59_5990899649	0.15557807909604518	0.15893468926553675	0.15749887005649715	0.027388353338861117	-0.11469349627833099	-0.08193274668864767	0.15594666666666668	0.15933333333333333	0.15699333333333335	0.1529851111111111	0.15628577777777777	0.1548738888888889	0.1598828888888889	0.15714733333333333	0.1598828888888889	0.15989322222222221	0.15714733333333333	0.15989322222222221	0.08125469679849341	0.07887809604519773	0.08125469679849341	0.08078483239171375	0.07887809604519773	0.08078483239171375
60_3524086327	0.13223073446327685	0.16951514124293784	0.17295412429378532	1.2576026489998882	0.0983933025512937	-0.039974886345040005	0.13210666666666665	0.16964666666666667	0.17308	0.1300268888888889	0.1666898888888889	0.17007155555555556	0.18190588888888887	0.16861322222222222	0.18190588888888887	0.17405477777777778	0.16861322222222222	0.17405477777777778	0.10646941996233522	0.09231700753295669	0.10646941996233522	0.08843746139359698	0.09231700753295669	0.08843746139359698
61_124955622	0.11867909604519773	0.1393091525423729	0.13180497175141243	0.48114120522351145	-0.44953163454436634	-0.19742322493944853	0.11806666666666668	0.1384	0.13214666666666666	0.11670111111111109	0.13698733333333335	0.12960822222222224	0.144396	0.12880066666666667	0.144396	0.14249633333333334	0.12880066666666667	0.14249633333333334	0.07989893785310734	0.06617964971751414	0.07989893785310734	0.074717802259887	0.06617964971751414	0.074717802259887
